Week,Sample,Hawea:Start Storage [GWh],Hawea:End Storage [GWh],Hawea:Water Values [$/MWh],Hawea:Res Spill [GWh],Hawea:Res Inflow [GWh],Hawea:Res Release [GWh],Tekapo:Start Storage [GWh],Tekapo:End Storage [GWh],Tekapo:Water Values [$/MWh],Tekapo:Res Spill [GWh],Tekapo:Res Inflow [GWh],Tekapo:Res Release [GWh],Pukaki:Start Storage [GWh],Pukaki:End Storage [GWh],Pukaki:Water Values [$/MWh],Pukaki:Res Spill [GWh],Pukaki:Res Inflow [GWh],Pukaki:Res Release [GWh],Taupo:Start Storage [GWh],Taupo:End Storage [GWh],Taupo:Water Values [$/MWh],Taupo:Res Spill [GWh],Taupo:Res Inflow [GWh],Taupo:Res Release [GWh],WEEKStartDate,Total_Other_Storage,Season,Seasonal_Max_Other_Storage,Total_Other_Storage_Perc,Other_Storage_Level
105,1,212.102,224.106,169.485,0.0,12.851,0.848,290.959,286.615,148.982,0.0,72.105,76.449,1312.606,1342.148,165.093,0.0,87.988,58.446,136.844,129.68,170.192,0.0,59.627,66.791,2022-06-27,1695.93,Winter,2610.26,0.65,High
106,1,224.106,227.951,173.235,0.0,5.343,1.498,286.615,246.169,158.796,0.0,41.736,82.182,1342.148,1337.19,168.231,0.0,85.342,90.3,129.68,134.172,198.648,0.0,69.019,64.526,2022-07-04,1699.31,Winter,2610.26,0.65,High
107,1,227.951,234.698,168.765,0.0,7.595,0.848,246.169,215.381,170.12,0.0,37.874,68.662,1337.19,1324.821,163.356,0.0,70.499,82.867,134.172,213.154,189.122,0.0,116.369,37.387,2022-07-11,1772.67,Winter,2610.26,0.68,High
108,1,234.698,240.856,153.025,0.0,7.006,0.848,215.381,233.917,170.579,0.0,41.478,22.941,1324.821,1296.902,151.559,0.0,38.205,66.125,213.154,244.956,147.583,0.0,95.241,63.439,2022-07-18,1782.71,Winter,2610.26,0.68,High
109,1,240.856,233.703,155.004,0.0,6.335,13.488,233.917,240.627,166.502,0.0,31.946,25.236,1296.902,1236.309,157.141,0.0,36.128,96.72,244.956,221.813,156.458,0.0,61.578,84.721,2022-07-25,1691.82,Winter,2610.26,0.65,High
110,1,233.703,227.527,156.001,0.0,6.867,13.043,240.627,241.909,150.943,0.0,29.041,27.759,1236.309,1188.431,159.661,0.0,39.414,87.293,221.813,197.814,160.538,0.0,61.393,85.393,2022-08-01,1613.77,Winter,2610.26,0.62,High
111,1,227.527,212.993,149.655,0.0,9.012,23.547,241.909,214.605,143.637,0.0,52.631,79.935,1188.431,1178.686,155.067,0.0,77.627,87.371,197.814,201.153,154.819,0.0,89.091,85.751,2022-08-08,1592.83,Winter,2610.26,0.61,High
112,1,212.993,241.892,150.422,0.0,29.747,0.848,214.605,249.337,150.825,0.0,57.256,22.524,1178.686,1221.783,150.01,0.0,61.638,18.542,201.153,209.575,148.381,0.0,86.878,78.456,2022-08-15,1673.25,Winter,2610.26,0.64,High
113,1,241.892,248.996,107.978,0.0,7.951,0.848,249.337,305.221,123.889,0.0,78.409,22.524,1221.783,1254.334,125.058,0.0,55.461,22.91,209.575,230.916,130.062,0.0,103.617,82.277,2022-08-22,1734.25,Winter,2610.26,0.66,High
114,1,248.996,241.988,95.218,0.0,13.239,20.247,305.221,293.334,108.355,0.0,53.787,65.674,1254.334,1281.073,119.011,0.0,69.922,43.183,230.916,145.628,125.683,0.0,6.409,91.697,2022-08-29,1668.69,Winter,2610.26,0.64,High
115,1,241.988,240.679,111.663,0.0,11.725,13.034,293.334,267.783,109.431,0.0,46.691,72.242,1281.073,1314.085,124.325,0.0,78.108,45.096,145.628,129.778,152.996,0.0,63.855,79.705,2022-09-05,1684.54,Winter,2610.26,0.65,High
116,1,240.679,229.501,107.148,0.0,8.775,19.954,267.783,248.183,114.196,0.0,45.418,65.018,1314.085,1313.424,113.105,0.0,70.315,70.976,129.778,114.576,152.619,0.0,54.17,69.372,2022-09-12,1657.5,Winter,2610.26,0.63,High
117,1,229.501,219.718,107.685,0.0,4.702,14.485,248.183,225.65,117.383,0.0,35.983,58.516,1313.424,1306.601,109.629,0.0,66.898,73.721,114.576,105.176,159.633,0.0,49.349,58.749,2022-09-19,1631.5,Winter,2610.26,0.63,High
118,1,219.718,237.329,102.162,0.0,18.459,0.848,225.65,229.584,120.868,0.0,56.598,52.664,1306.601,1338.721,102.201,0.0,88.924,56.803,105.176,138.75,162.463,0.0,72.447,38.873,2022-09-26,1714.8,Winter,2610.26,0.66,High
119,1,237.329,269.874,91.316,0.0,33.392,0.848,229.584,318.838,120.238,0.0,112.404,23.15,1338.721,1429.091,98.419,0.0,111.024,20.654,138.75,249.372,156.683,0.0,121.139,10.517,2022-10-03,1948.34,Spring,2610.26,0.75,High
120,1,269.874,287.538,30.472,0.0,18.512,0.848,318.838,378.139,84.293,0.0,82.451,23.15,1429.091,1446.417,62.444,0.0,89.069,71.742,249.372,294.723,93.999,0.0,78.495,33.144,2022-10-10,2028.68,Spring,2610.26,0.78,High
121,1,287.538,291.64,23.082,20.32,25.269,0.848,378.139,494.225,72.112,0.0,139.236,23.15,1446.417,1522.712,59.738,0.0,120.686,44.391,294.723,345.783,94.108,0.0,82.077,31.017,2022-10-17,2160.14,Spring,2610.26,0.83,Very High
122,1,291.64,291.64,14.943,14.882,15.729,0.848,494.225,543.567,48.941,0.0,74.806,25.465,1522.712,1500.928,49.943,0.0,79.187,100.971,345.783,380.934,89.512,0.0,71.649,36.498,2022-10-24,2173.5,Spring,2610.26,0.83,Very High
123,1,291.64,291.425,42.717,0.0,8.031,8.245,543.567,520.539,47.059,0.0,54.916,77.944,1500.928,1492.338,71.603,0.0,96.906,105.495,380.934,410.005,112.159,0.0,61.609,32.538,2022-10-31,2193.77,Spring,2610.26,0.84,Very High
124,1,291.425,272.569,52.081,0.0,7.6,26.457,520.539,491.044,54.259,0.0,49.695,79.19,1492.338,1481.901,72.295,0.0,90.313,100.749,410.005,442.221,108.417,0.0,67.896,35.68,2022-11-07,2196.69,Spring,2610.26,0.84,Very High
125,1,272.569,249.794,74.049,0.0,7.495,30.27,491.044,464.038,64.426,0.0,52.238,79.244,1481.901,1465.916,75.618,0.0,93.277,109.263,442.221,407.335,106.349,0.0,37.431,72.317,2022-11-14,2123.04,Spring,2610.26,0.81,Very High
126,1,249.794,262.157,131.352,0.0,13.211,0.848,464.038,471.886,82.129,0.0,87.25,79.402,1465.916,1461.888,112.188,0.0,104.961,108.988,407.335,447.994,162.897,0.0,94.769,54.11,2022-11-21,2172.04,Spring,2610.26,0.83,Very High
127,1,262.157,268.149,81.033,0.0,6.84,0.848,471.886,466.215,72.52,0.0,73.961,79.632,1461.888,1432.569,74.901,0.0,103.202,132.522,447.994,468.624,100.048,0.0,70.117,49.487,2022-11-28,2169.34,Spring,2610.26,0.83,Very High
128,1,268.149,261.607,119.583,0.0,9.879,16.421,466.215,463.863,84.746,0.0,77.217,79.568,1432.569,1395.494,116.194,0.0,113.718,150.793,468.624,451.773,145.907,0.0,54.23,71.081,2022-12-05,2108.87,Spring,2610.26,0.81,Very High
129,1,261.607,246.606,116.27,0.0,7.812,22.812,463.863,443.672,85.597,0.0,59.161,79.353,1395.494,1362.922,115.189,0.0,119.401,151.973,451.773,452.508,144.196,0.0,66.65,65.914,2022-12-12,2062.04,Spring,2610.26,0.79,High
130,1,246.606,251.576,144.378,0.0,5.817,0.848,443.672,424.914,96.57,0.0,60.523,79.281,1362.922,1358.362,128.099,0.0,125.631,130.191,452.508,455.741,148.706,0.0,49.031,45.798,2022-12-19,2065.68,Spring,2610.26,0.79,High
131,1,251.576,260.633,144.73,0.0,9.905,0.848,424.914,434.823,106.978,0.0,89.235,79.326,1358.362,1413.414,143.577,0.0,148.909,93.858,455.741,492.14,167.098,0.0,67.438,31.038,2022-12-26,2166.19,Spring,2610.26,0.83,Very High
132,1,260.633,272.5,108.96,0.0,13.729,1.862,434.823,454.339,101.696,0.0,99.22,79.704,1413.414,1519.04,122.561,0.0,176.604,70.977,492.14,497.178,128.777,0.0,58.469,53.431,2023-01-02,2288.72,Spring,2610.26,0.88,Very High
133,1,272.5,289.943,100.688,0.0,18.29,0.848,454.339,519.554,101.633,0.0,144.922,79.707,1519.04,1723.393,116.233,0.0,239.014,34.661,497.178,469.95,158.405,0.0,33.048,60.276,2023-01-09,2483.29,Spring,2610.26,0.95,Very High
134,1,289.943,291.64,82.294,4.793,7.338,0.848,519.554,559.65,89.705,0.0,104.831,64.736,1723.393,1745.0,79.254,64.869,172.6,86.124,469.95,464.348,179.503,0.0,32.511,38.114,2023-01-16,2500.99,Spring,2610.26,0.96,Very High
135,1,291.64,291.64,97.153,11.076,11.924,0.848,559.65,592.204,81.832,0.0,90.816,58.262,1745.0,1745.0,78.637,108.805,184.334,75.529,464.348,446.774,187.234,0.0,22.99,40.564,2023-01-23,2483.41,Spring,2610.26,0.95,Very High
136,1,291.64,291.64,42.799,13.086,13.934,0.848,592.204,660.806,59.784,0.0,92.484,23.882,1745.0,1745.0,24.242,46.65,148.143,101.494,446.774,440.885,163.715,0.0,35.906,41.795,2023-01-30,2477.52,Spring,2610.26,0.95,Very High
137,1,291.64,291.64,67.83,4.952,5.799,0.848,660.806,637.504,24.311,0.0,57.707,81.01,1745.0,1741.338,44.092,0.0,140.964,144.626,440.885,511.438,175.064,0.0,91.886,21.333,2023-02-06,2544.42,Spring,2610.26,0.97,Very High
138,1,291.64,288.675,84.243,0.0,4.245,7.21,637.504,614.79,49.301,0.0,58.838,81.551,1741.338,1713.576,73.73,0.0,135.715,163.477,511.438,508.622,145.359,0.0,41.712,44.529,2023-02-13,2510.87,Spring,2610.26,0.96,Very High
139,1,288.675,291.64,151.148,2.09,5.903,0.848,614.79,628.792,69.227,0.0,95.739,81.737,1713.576,1745.0,133.308,7.242,175.4,136.734,508.622,490.186,186.171,0.0,31.055,49.49,2023-02-20,2526.83,Spring,2610.26,0.97,Very High
140,1,291.64,291.64,102.765,2.051,7.03,4.979,628.792,588.99,63.906,0.0,42.215,82.018,1745.0,1670.704,90.064,0.0,102.727,177.023,490.186,476.066,150.447,0.0,37.468,51.588,2023-02-27,2438.41,Spring,2610.26,0.93,Very High
141,1,291.64,266.246,147.682,0.0,2.472,27.866,588.99,545.382,81.382,0.0,38.252,81.86,1670.704,1571.304,149.073,0.0,89.632,189.033,476.066,432.826,188.219,0.0,28.696,71.937,2023-03-06,2270.38,Spring,2610.26,0.87,Very High
142,1,266.246,238.6,174.026,0.0,2.625,30.27,545.382,496.89,93.642,0.0,33.942,82.434,1571.304,1476.892,176.528,0.0,85.428,179.84,432.826,385.451,201.347,0.0,26.439,73.814,2023-03-13,2100.94,Spring,2610.26,0.8,Very High
143,1,238.6,215.55,184.683,0.0,7.22,30.27,496.89,526.168,104.664,0.0,112.022,82.743,1476.892,1524.919,187.713,0.0,164.366,116.339,385.451,358.027,210.137,0.0,35.051,62.476,2023-03-20,2098.5,Spring,2610.26,0.8,Very High
144,1,215.55,230.688,176.718,0.0,15.986,0.848,526.168,541.746,87.971,0.0,98.238,82.661,1524.919,1614.525,155.63,0.0,151.891,62.285,358.027,343.899,186.372,0.0,42.659,56.787,2023-03-27,2189.11,Spring,2610.26,0.84,Very High
145,1,230.688,235.227,168.034,0.0,5.387,0.848,541.746,496.851,87.042,0.0,37.68,82.575,1614.525,1587.906,133.176,0.0,95.335,121.953,343.899,307.275,184.974,0.0,24.28,60.904,2023-04-03,2130.41,Spring,2610.26,0.82,Very High
146,1,235.227,239.4,172.051,0.0,5.02,0.848,496.851,459.436,101.965,0.0,44.777,82.191,1587.906,1552.391,159.343,0.0,94.81,130.325,307.275,276.716,199.957,0.0,29.162,59.72,2023-04-10,2068.51,Spring,2610.26,0.79,High
147,1,239.4,241.85,165.627,0.0,3.298,0.848,459.436,414.915,109.24,0.0,37.982,82.504,1552.391,1522.043,156.934,0.0,92.328,122.676,276.716,300.125,199.095,0.0,50.669,27.26,2023-04-17,2064.02,Spring,2610.26,0.79,High
148,1,241.85,234.497,148.784,0.0,3.204,10.558,414.915,364.829,108.498,0.0,32.729,82.815,1522.043,1464.165,137.508,0.0,78.038,135.915,300.125,308.057,169.965,0.0,47.009,39.077,2023-04-24,2006.72,Spring,2610.26,0.77,High
149,1,234.497,233.379,157.881,0.0,5.855,6.972,364.829,331.906,130.821,0.0,49.72,82.642,1464.165,1418.053,153.26,0.0,96.118,142.23,308.057,302.324,181.706,0.0,44.926,50.659,2023-05-01,1953.76,Spring,2610.26,0.75,High
150,1,233.379,227.781,153.588,0.0,4.013,9.611,331.906,292.611,137.66,0.0,43.186,82.481,1418.053,1346.297,154.172,0.0,92.347,164.102,302.324,264.889,175.528,0.0,32.532,69.967,2023-05-08,1838.97,Spring,2610.26,0.7,High
151,1,227.781,219.757,162.605,0.0,7.765,15.789,292.611,263.345,156.083,0.0,53.222,82.489,1346.297,1283.626,167.354,0.0,79.535,142.207,264.889,273.034,209.873,0.0,65.685,57.541,2023-05-15,1776.42,Spring,2610.26,0.68,High
152,1,219.757,229.832,155.79,0.0,10.923,0.848,263.345,288.848,155.35,0.0,99.743,74.24,1283.626,1328.724,159.562,0.0,115.933,70.835,273.034,331.633,169.509,0.0,115.701,57.102,2023-05-22,1890.19,Spring,2610.26,0.72,High
153,1,229.832,237.547,142.751,0.0,10.218,2.504,288.848,263.579,140.261,0.0,55.155,80.424,1328.724,1349.034,143.606,0.0,86.342,66.032,331.633,336.703,134.195,0.0,88.35,83.28,2023-05-29,1923.28,Spring,2610.26,0.74,High
154,1,237.547,249.031,143.365,0.0,12.332,0.848,263.579,293.593,152.544,0.0,96.303,66.289,1349.034,1395.161,145.445,0.0,96.848,50.721,336.703,362.091,139.377,0.0,108.274,82.886,2023-06-05,2006.28,Spring,2610.26,0.77,High
155,1,249.031,257.463,127.393,0.0,9.28,0.848,293.593,319.395,138.038,0.0,49.716,23.915,1395.161,1404.633,131.073,0.0,58.213,48.741,362.091,426.552,115.282,0.0,150.696,86.235,2023-06-12,2088.65,Spring,2610.26,0.8,Very High
156,1,257.463,265.462,125.544,0.0,8.846,0.848,319.395,349.41,132.451,0.0,53.93,23.915,1404.633,1407.985,130.019,0.0,48.925,45.573,426.552,431.576,111.097,0.0,98.711,93.687,2023-06-19,2105.02,Spring,2610.26,0.81,Very High
157,1,265.462,270.732,128.478,0.0,8.147,2.876,349.41,386.178,126.816,0.0,63.075,26.306,1407.985,1407.901,131.525,0.0,49.81,49.894,431.576,447.861,117.319,0.0,102.741,86.456,2023-06-26,2126.49,Spring,2610.26,0.81,Very High
158,1,270.732,251.213,112.593,0.0,6.48,25.999,386.178,352.627,110.74,0.0,48.396,81.947,1407.901,1414.217,122.286,0.0,81.929,75.613,447.861,415.956,96.363,0.0,77.575,109.48,2023-07-03,2081.39,Spring,2610.26,0.8,Very High
1,2,145.736,150.762,226.908,0.0,5.874,0.848,479.304,438.379,126.469,0.0,41.375,82.3,1069.452,1001.743,212.994,0.0,73.626,141.334,53.647,2.554,205.182,0.0,37.425,88.518,2020-06-29,1155.06,Unknown,2610.26,0.44,Medium
2,2,150.762,139.689,237.662,0.0,5.752,16.824,438.379,473.971,141.696,0.0,117.774,82.182,1001.743,917.297,231.471,0.0,70.194,154.641,2.554,48.123,329.346,0.0,55.626,10.057,2020-07-06,1105.11,Unknown,2610.26,0.42,Medium
3,2,139.689,159.026,239.273,0.0,20.184,0.848,473.971,475.454,129.567,0.0,83.523,82.039,917.297,1045.245,234.009,0.0,127.948,0.0,48.123,137.178,241.429,0.0,117.649,28.594,2020-07-13,1341.45,Unknown,2610.26,0.51,Medium
4,2,159.026,172.325,211.599,0.0,19.94,6.641,475.454,447.596,117.445,0.0,53.99,81.848,1045.245,1049.553,200.217,0.0,81.28,76.972,137.178,125.34,185.843,0.0,68.956,80.793,2020-07-20,1347.22,Unknown,2610.26,0.52,Medium
5,2,172.325,188.568,220.101,0.0,17.09,0.848,447.596,473.255,130.367,0.0,107.25,81.591,1049.553,1133.814,209.82,0.0,98.774,14.512,125.34,130.75,205.864,0.0,76.071,70.661,2020-07-27,1453.13,Unknown,2610.26,0.56,Medium
6,2,188.568,196.533,183.435,0.0,8.812,0.848,473.255,454.544,101.235,0.0,62.586,81.297,1133.814,1226.917,177.022,0.0,102.347,9.244,130.75,111.435,179.742,0.0,63.907,83.222,2020-08-03,1534.88,Unknown,2610.26,0.59,Medium
7,2,196.533,202.716,176.497,0.0,7.031,0.848,454.544,426.823,105.22,0.0,44.899,72.62,1226.917,1301.645,164.789,0.0,79.902,5.174,111.435,111.714,184.891,0.0,71.706,71.427,2020-08-10,1616.08,Unknown,2610.26,0.62,High
8,2,202.716,208.525,164.314,0.0,6.656,0.848,426.823,413.946,109.214,0.0,67.739,80.616,1301.645,1342.775,149.885,0.0,74.934,33.804,111.714,181.282,184.058,0.0,118.352,48.784,2020-08-17,1732.58,Unknown,2610.26,0.66,High
9,2,208.525,209.539,151.479,0.0,6.008,4.994,413.946,380.834,110.572,0.0,47.193,80.305,1342.775,1326.64,141.21,0.0,72.051,88.187,181.282,189.319,172.369,0.0,62.822,54.785,2020-08-24,1725.5,Unknown,2610.26,0.66,High
10,2,209.539,222.122,161.369,0.0,13.431,0.848,380.834,336.384,124.347,0.0,35.349,79.799,1326.64,1320.853,150.629,0.0,75.009,80.795,189.319,213.234,187.491,0.0,70.469,46.554,2020-08-31,1756.21,Unknown,2610.26,0.67,High
11,2,222.122,218.441,145.279,0.0,7.379,11.059,336.384,290.228,126.423,0.0,33.268,79.424,1320.853,1253.19,144.047,0.0,75.412,143.075,213.234,214.548,182.275,0.0,55.206,53.893,2020-09-07,1686.18,Unknown,2610.26,0.65,High
12,2,218.441,229.965,142.95,0.0,12.381,0.857,290.228,240.798,138.024,0.0,22.052,71.482,1253.19,1223.062,146.929,0.0,71.393,101.521,214.548,246.861,179.733,0.0,66.869,34.555,2020-09-14,1699.89,Unknown,2610.26,0.65,High
13,2,229.965,235.684,130.948,0.0,9.173,3.454,240.798,199.384,149.945,0.0,22.919,64.334,1223.062,1171.198,144.252,0.0,64.956,116.821,246.861,273.539,172.185,0.0,66.011,39.333,2020-09-21,1680.42,Unknown,2610.26,0.64,High
14,2,235.684,215.478,118.363,0.0,10.064,30.27,199.384,198.126,162.862,0.0,22.379,23.637,1171.198,1113.884,149.193,0.0,41.161,98.475,273.539,300.931,166.021,0.0,72.643,45.252,2020-09-28,1630.29,Unknown,2610.26,0.62,High
15,2,215.478,237.381,164.047,0.0,22.751,0.848,198.126,259.78,174.891,0.0,84.804,23.15,1113.884,1156.39,179.366,0.0,72.137,29.631,300.931,301.258,197.597,0.0,55.831,55.505,2020-10-05,1695.03,Unknown,2610.26,0.65,High
16,2,237.381,239.942,114.514,0.0,9.488,6.927,259.78,290.961,145.38,0.0,55.44,24.26,1156.39,1154.999,148.137,0.0,53.19,54.581,301.258,302.938,164.937,0.0,63.609,61.929,2020-10-12,1697.88,Unknown,2610.26,0.65,High
17,2,239.942,229.747,104.842,0.0,10.428,20.623,290.961,276.11,134.587,0.0,36.744,51.595,1154.999,1167.189,141.268,0.0,72.384,60.194,302.938,260.23,164.621,0.0,28.436,71.144,2020-10-19,1657.17,Unknown,2610.26,0.63,High
18,2,229.747,212.775,130.442,0.0,7.473,24.445,276.11,264.389,144.347,0.0,45.033,56.754,1167.189,1175.007,146.134,0.0,71.804,63.987,260.23,242.847,190.408,0.0,41.1,58.483,2020-10-26,1630.63,Unknown,2610.26,0.62,High
19,2,212.775,218.612,198.748,0.0,6.684,0.848,264.389,242.196,164.94,0.0,56.801,78.994,1175.007,1194.25,186.838,0.0,95.806,76.563,242.847,247.09,249.169,0.0,55.569,51.326,2020-11-02,1659.95,Unknown,2610.26,0.64,High
20,2,218.612,226.18,157.041,0.0,8.416,0.848,242.196,221.765,162.957,0.0,50.665,71.095,1194.25,1166.948,151.241,0.0,88.008,115.311,247.09,255.327,222.517,0.0,57.465,49.227,2020-11-09,1648.46,Unknown,2610.26,0.63,High
21,2,226.18,221.738,157.113,0.0,6.929,11.371,221.765,195.734,173.887,0.0,37.954,63.985,1166.948,1100.508,157.772,0.0,82.872,149.312,255.327,229.25,228.896,0.0,35.092,61.17,2020-11-16,1551.5,Unknown,2610.26,0.59,Medium
22,2,221.738,220.428,209.576,0.0,9.19,10.5,195.734,177.676,200.682,0.0,52.326,70.384,1100.508,1049.783,210.544,0.0,91.03,141.755,229.25,217.224,281.412,0.0,41.97,53.996,2020-11-23,1487.44,Unknown,2610.26,0.57,Medium
23,2,220.428,222.04,213.13,0.0,8.456,6.843,177.676,160.417,210.964,0.0,60.163,77.422,1049.783,1033.108,219.508,0.0,104.343,121.019,217.224,244.759,288.674,0.0,60.999,33.464,2020-11-30,1499.91,Unknown,2610.26,0.57,Medium
24,2,222.04,201.503,204.975,0.0,9.733,30.27,160.417,151.642,219.891,0.0,70.793,79.568,1033.108,1039.318,216.082,0.0,135.612,129.402,244.759,236.383,284.799,0.0,33.665,42.042,2020-12-07,1477.2,Unknown,2610.26,0.57,Medium
25,2,201.503,214.578,237.692,0.0,13.923,0.848,151.642,267.31,230.241,0.0,149.503,33.835,1039.318,1142.8,219.92,0.0,184.312,80.829,236.383,267.715,296.683,0.0,58.68,27.348,2020-12-14,1625.09,Unknown,2610.26,0.62,High
26,2,214.578,230.45,209.576,0.0,16.72,0.848,267.31,352.645,180.758,0.0,122.554,37.219,1142.8,1226.629,198.038,0.0,140.568,56.739,267.715,282.671,268.434,0.0,32.05,17.094,2020-12-21,1739.75,Unknown,2610.26,0.67,High
27,2,230.45,238.212,193.27,0.0,8.609,0.848,352.645,348.042,153.972,0.0,74.723,79.326,1226.629,1267.708,190.73,0.0,118.94,77.861,282.671,299.24,270.012,0.0,26.626,10.057,2020-12-28,1805.16,Unknown,2610.26,0.69,High
28,2,238.212,243.704,245.65,0.0,7.651,2.158,348.042,323.154,176.224,0.0,54.816,79.704,1267.708,1260.924,241.724,0.0,99.271,106.055,299.24,309.278,324.52,0.0,29.772,19.734,2021-01-04,1813.91,Unknown,2610.26,0.69,High
29,2,243.704,249.634,239.001,0.0,6.777,0.848,323.154,331.88,187.865,0.0,88.433,79.707,1260.924,1315.955,245.165,0.0,156.308,101.276,309.278,285.798,312.469,0.0,25.022,48.502,2021-01-11,1851.39,Unknown,2610.26,0.71,High
30,2,249.634,261.332,215.834,0.0,12.546,0.848,331.88,344.632,177.956,0.0,92.715,79.963,1315.955,1450.335,220.942,0.0,182.091,47.712,285.798,276.55,279.798,0.0,33.172,42.42,2021-01-18,1988.22,Unknown,2610.26,0.76,High
31,2,261.332,265.625,211.598,0.0,5.141,0.848,344.632,334.233,174.213,0.0,69.774,80.173,1450.335,1490.564,209.149,0.0,151.388,111.158,276.55,269.097,284.257,0.0,35.526,42.978,2021-01-25,2025.29,Unknown,2610.26,0.78,High
32,2,265.625,265.997,222.948,0.0,5.978,5.606,334.233,323.55,180.139,0.0,69.972,80.656,1490.564,1513.061,213.395,0.0,157.474,134.977,269.097,257.587,276.058,0.0,39.535,51.045,2021-02-01,2036.64,Unknown,2610.26,0.78,High
33,2,265.997,268.506,226.837,0.0,3.356,0.848,323.55,293.493,183.44,0.0,50.953,81.01,1513.061,1480.194,214.799,0.0,122.916,155.784,257.587,346.37,272.774,0.0,117.59,28.807,2021-02-08,2095.07,Unknown,2610.26,0.8,Very High
34,2,268.506,241.26,220.74,0.0,3.024,30.27,293.493,253.855,193.213,0.0,41.913,81.551,1480.194,1404.418,219.066,0.0,107.173,182.949,346.37,281.913,252.165,0.0,10.31,74.767,2021-02-15,1927.59,Unknown,2610.26,0.74,High
35,2,241.26,213.419,245.503,0.0,2.43,30.27,253.855,203.799,219.202,0.0,31.682,81.737,1404.418,1309.982,246.272,0.0,92.154,186.59,281.913,234.662,280.011,0.0,34.694,81.946,2021-02-22,1758.06,Unknown,2610.26,0.67,High
36,2,213.419,187.183,248.685,0.0,4.033,30.27,203.799,170.995,246.34,0.0,49.213,82.018,1309.982,1254.911,249.792,0.0,100.812,155.883,234.662,186.25,280.176,0.0,23.915,72.326,2021-03-01,1628.34,Unknown,2610.26,0.62,High
37,2,187.183,160.395,250.876,0.0,3.483,30.27,170.995,136.388,258.556,0.0,32.886,67.493,1254.911,1158.487,247.625,0.0,82.046,178.47,186.25,145.571,288.007,0.0,26.49,67.169,2021-03-08,1464.45,Unknown,2610.26,0.56,Medium
38,2,160.395,132.508,257.67,0.0,2.383,30.27,136.388,144.175,277.495,0.0,30.798,23.011,1158.487,1029.422,252.954,0.0,50.739,179.804,145.571,97.261,302.629,0.0,10.088,58.399,2021-03-15,1259.19,Unknown,2610.26,0.48,Medium
39,2,132.508,116.433,265.977,0.0,3.999,20.075,144.175,173.253,269.982,0.0,52.088,23.011,1029.422,944.129,258.306,0.0,69.905,155.197,97.261,95.639,323.113,0.0,25.87,27.493,2021-03-22,1156.2,Unknown,2610.26,0.44,Medium
40,2,116.433,104.643,258.196,0.0,1.965,13.754,173.253,136.017,237.858,0.0,24.407,61.643,944.129,859.854,253.114,0.0,65.27,149.545,95.639,72.207,270.345,0.0,27.456,50.887,2021-03-29,1036.7,Unknown,2610.26,0.4,Medium
41,2,104.643,110.43,274.585,0.0,7.65,1.862,136.017,178.077,278.01,0.0,65.767,23.706,859.854,793.322,265.384,0.0,73.036,139.569,72.207,83.083,325.103,0.0,33.59,22.714,2021-04-05,986.84,Unknown,2610.26,0.38,Low
42,2,110.43,116.851,257.477,0.0,7.268,0.848,178.077,172.297,232.642,0.0,76.411,82.191,793.322,807.63,258.531,0.0,107.951,93.643,83.083,50.045,263.109,0.0,29.944,62.982,2021-04-12,974.53,Unknown,2610.26,0.37,Low
43,2,116.851,128.908,249.214,0.0,12.904,0.848,172.297,225.447,230.943,0.0,127.122,73.972,807.63,941.787,254.107,0.0,156.076,21.919,50.045,83.73,281.367,0.0,59.508,25.822,2021-04-19,1154.42,Unknown,2610.26,0.44,Medium
44,2,128.908,141.75,229.073,0.0,13.69,0.848,225.447,231.938,191.802,0.0,80.525,74.035,941.787,1064.415,228.917,0.0,128.865,6.237,83.73,76.778,225.685,0.0,47.445,54.396,2021-04-26,1282.94,Unknown,2610.26,0.49,Medium
45,2,141.75,150.344,223.469,0.0,9.442,0.848,231.938,233.452,193.393,0.0,84.157,82.642,1064.415,1188.227,219.025,0.0,128.208,4.396,76.778,65.486,218.537,0.0,69.47,80.762,2021-05-03,1404.06,Unknown,2610.26,0.54,Medium
46,2,150.344,166.411,214.244,0.0,16.914,0.848,233.452,238.341,183.893,0.0,77.355,72.466,1188.227,1314.599,201.903,0.0,126.372,0.0,65.486,16.903,198.749,0.0,31.161,79.744,2021-05-10,1497.91,Unknown,2610.26,0.57,Medium
47,2,166.411,176.275,211.513,0.0,10.711,0.848,238.341,225.97,187.224,0.0,54.623,66.995,1314.599,1396.522,194.812,0.0,101.379,19.456,16.903,0.0,217.219,0.0,33.261,50.164,2021-05-17,1572.8,Unknown,2610.26,0.6,High
